Restaurant ID,Cuisines
18489651,Chinese
18433910,Burger
18433910,Fast Food
18232109,Biryani
312913,Pizza
312913,Fast Food
18224548,Pizza
18070479,North Indian
18070479,Chinese
18070479,Fast Food
9956,Fast Food
9956,Burger
307965,Mughlai
18138442,American
18138442,Fast Food
18138442,Salad
18138442,Healthy Food
18397140,North Indian
18397140,Mughlai
18397140,Chinese
18208914,Bakery
18208914,Desserts
18208914,Fast Food
300672,North Indian
300672,South Indian
300672,Chinese
300672,Fast Food
313443,North Indian
313443,Mughlai
194,Fast Food
194,Burger
308607,Chinese
308607,Fast Food
313442,Chinese
313442,Fast Food
18396440,North Indian
18396440,Mughlai
18396440,Chinese
306809,North Indian
306809,Fast Food
311512,American
311512,Fast Food
311512,Salad
311512,Healthy Food
18350101,North Indian
4683,North Indian
307444,North Indian
307444,Mithai
307444,South Indian
307444,Street Food
307444,Chinese
18199151,Bakery
18199151,Desserts
3790,North Indian
3790,South Indian
3790,Fast Food
3790,Street Food
3790,Chinese
3790,Mithai
310536,North Indian
310536,Mughlai
310536,Chinese
18463971,North Indian
18463971,Chinese
8600,Fast Food
18254520,Bakery
18254520,Desserts
18254520,Fast Food
18397621,Bakery
309309,Bakery
309309,Desserts
6905,Chinese
311025,North Indian
311025,Mughlai
311025,Chinese
8801,American
8801,Fast Food
8801,Salad
8801,Healthy Food
18288046,North Indian
18288046,Chinese
18288046,Continental
18288046,Fast Food
176,Fast Food
176,Burger
7167,Lebanese
7167,Chinese
309232,American
309232,Fast Food
309232,Salad
309232,Healthy Food
18303828,Burger
18303828,Fast Food
175,Fast Food
175,Burger
18398593,North Indian
18398593,Chinese
18439705,North Indian
18434343,North Indian
18434343,Mughlai
18478389,Bakery
18478389,Desserts
18352268,North Indian
18469974,Pizza
18469974,Fast Food
186,Fast Food
186,Burger
18438896,Fast Food
18479012,Chinese
18479008,Fast Food
17977795,North Indian
17977795,Chinese
17977795,Mughlai
18034082,Bakery
7441,American
7441,Fast Food
7441,Salad
7441,Healthy Food
301242,North Indian
301242,Mughlai
18369771,Mughlai
18334635,Mughlai
18334635,North Indian
18446486,North Indian
18446486,Italian
18446486,Continental
18237341,North Indian
18237341,South Indian
18237341,Chinese
312959,North Indian
978,North Indian
978,Mughlai
18363209,Cafe
18371401,North Indian
300397,American
300397,Fast Food
300397,Salad
300397,Healthy Food
188,Fast Food
188,Burger
306014,Bakery
17953943,Burger
17953943,Fast Food
313071,Chinese
313071,North Indian
313071,Street Food
313336,American
313336,Fast Food
191,Fast Food
191,Burger
3229,American
3229,Fast Food
3229,Salad
3229,Healthy Food
9348,Fast Food
9348,Burger
18246132,North Indian
18246132,Chinese
4336,North Indian
4336,Chinese
18384121,Naga
18384121,Tibetan
18357109,Chinese
18219516,Chinese
9565,Tibetan
9565,Chinese
18254549,Chinese
18254549,Fast Food
309804,Chinese
18432849,North Indian
18432849,Mughlai
7322,American
7322,Fast Food
7322,Salad
7322,Healthy Food
308219,Bakery
308219,Desserts
304187,Chinese
304187,Tibetan
304187,Fast Food
306870,North Indian
306870,Mughlai
18357527,Cafe
18357527,American
18357527,Continental
18357527,Nepalese
305606,North Indian
305606,Chinese
305606,Fast Food
18303837,Pizza
18303837,Fast Food
309893,Bakery
309893,Desserts
311326,Street Food
1461,North Indian
303057,Bakery
303057,Desserts
18454499,North Indian
305472,Cafe
305472,Fast Food
4649,Chinese
304976,Bakery
304976,Desserts
18469968,Continental
18469968,Mexican
18469968,Fast Food
18469968,North Indian
18469968,Chinese
309140,Cafe
309140,Fast Food
18228894,Cafe
18228894,Italian
18228894,Chinese
18228894,North Indian
4278,American
4278,Fast Food
4278,Salad
4278,Healthy Food
311340,Cafe
311340,Italian
311340,Chinese
311340,Continental
18133471,Chinese
311563,South Indian
311749,Desserts
302396,North Indian
302396,Mughlai
18350567,North Indian
18423865,Mithai
18423865,Fast Food
18423876,South Indian
18432109,Bakery
18432109,Desserts
312268,Tea
307391,Bakery
307391,Desserts
309044,Chinese
309044,North Indian
311196,Pizza
311196,Fast Food
18463999,Bakery
300788,North Indian
300788,Mughlai
300788,Chinese
2049,South Indian
2049,Chinese
18455522,North Indian
18455522,Chinese
18357957,North Indian
18357957,Chinese
311115,American
311115,Fast Food
311115,Salad
311115,Healthy Food
9954,Fast Food
9954,Burger
18416877,Pizza
18426782,Chinese
18426782,Fast Food
18441688,South Indian
18441688,Chinese
301675,Afghani
301675,North Indian
301675,Pakistani
301675,Arabian
7760,Fast Food
7760,Burger
311272,Bakery
311272,Fast Food
310891,American
310891,Fast Food
310891,Salad
310891,Healthy Food
312378,Chinese
677,Chinese
192,Fast Food
192,Burger
18276343,Chinese
18430898,Cafe
18491264,Cafe
18491264,Fast Food
18491264,Bakery
18492103,North Indian
18492103,Mughlai
18454473,North Indian
18454473,Chinese
18432240,Pizza
18432240,Fast Food
18216903,Burger
18216903,Fast Food
4375,Bakery
4375,Desserts
149,American
149,Fast Food
149,Salad
149,Healthy Food
311858,Bakery
18268710,Burger
18268710,Fast Food
18487958,Healthy Food
18487958,Juices
305866,North Indian
18431176,Chinese
18430577,North Indian
4450,Chinese
4450,Fast Food
4450,North Indian
18277230,Mithai
18277230,North Indian
18277230,South Indian
312172,North Indian
312172,Chinese
312172,Fast Food
18204464,North Indian
18204464,Chinese
3779,American
3779,Fast Food
3779,Salad
3779,Healthy Food
8265,Fast Food
8265,Burger
3507,American
3507,Fast Food
3507,Salad
3507,Healthy Food
1492,American
1492,Fast Food
18440933,Bakery
18440933,Desserts
311184,North Indian
311184,Chinese
18419424,North Indian
18419424,Mughlai
18424650,North Indian
18499493,Chinese
18499493,North Indian
305275,North Indian
305275,Chinese
305856,American
305856,Italian
305856,Cafe
18233584,Cafe
18233584,Italian
18233584,Continental
18233584,Mexican
18233584,Mediterranean
2403,North Indian
2403,Chinese
3654,Fast Food
3654,Chinese
309198,American
309198,Fast Food
309198,Salad
309198,Healthy Food
18489507,North Indian
18128871,North Indian
18128871,Chinese
18458629,North Indian
18458629,Chinese
18418276,North Indian
18418276,Chinese
18418276,Mughlai
3455,American
3455,Fast Food
3455,Salad
3455,Healthy Food
311506,American
311506,Fast Food
18316173,American
18316173,Fast Food
18316173,Salad
18316173,Healthy Food
18390311,Chinese
954,South Indian
954,North Indian
954,Chinese
18441542,Mughlai
18441542,North Indian
310063,Cafe
310063,Chinese
18461590,Bakery
18461590,Desserts
18424880,American
18424880,Fast Food
18424880,Burger
18291236,North Indian
3735,Chinese
3735,North Indian
313035,North Indian
313035,Mughlai
18322604,Fast Food
313120,Fast Food
18377925,North Indian
18377925,Chinese
18128857,North Indian
18128857,Chinese
18279435,North Indian
18279435,Chinese
309088,North Indian
309088,Mughlai
309088,Biryani
18424869,North Indian
18424869,Chinese
18424869,Thai
18371434,Burger
18371434,Fast Food
18371402,Desserts
18371402,Beverages
18352249,American
18352249,Fast Food
18352249,Burger
18440424,American
18440424,Fast Food
18440424,Salad
18440424,Healthy Food
6033,Bakery
18462632,North Indian
18462632,Mughlai
18462632,Chinese
18273622,Juices
18273622,Healthy Food
18268352,North Indian
18268352,Mughlai
18268352,Chinese
8236,Biryani
8236,North Indian
8236,Fast Food
18133476,North Indian
18440751,Cafe
18440751,Bakery
18380150,North Indian
18380150,Chinese
18380150,Mughlai
18460286,North Indian
18460286,South Indian
18460286,Italian
18460286,Chinese
307340,American
307340,Fast Food
307340,Salad
307340,Healthy Food
5755,North Indian
18433542,North Indian
18433542,Mughlai
18264985,North Indian
18264985,Chinese
18264985,Mughlai
18204456,American
18204456,Fast Food
18204456,Salad
18204456,Healthy Food
18469933,North Indian
18449300,Bakery
18458636,North Indian
18458636,Chinese
18481281,American
18481281,Fast Food
18481281,Salad
18481281,Healthy Food
18441671,Fast Food
18441671,Beverages
18416310,Continental
18416310,Chinese
18416310,North Indian
18416310,Indian
3145,North Indian
3145,Chinese
8115,North Indian
8115,Mughlai
8115,Chinese
8115,Fast Food
308451,American
308451,Fast Food
308451,Salad
308451,Healthy Food
399,Fast Food
399,Burger
937,American
937,Fast Food
937,Burger
18473005,Fast Food
18473005,Beverages
396,Fast Food
18014141,North Indian
18014141,Fast Food
18014141,Chinese
18014141,Biryani
18014141,Mughlai
309098,Bakery
309098,Desserts
309098,Fast Food
1070,American
1070,Fast Food
1070,Salad
1070,Healthy Food
18450369,North Indian
18409730,North Indian
18409730,Chinese
18409730,South Indian
301420,North Indian
301420,Chinese
301420,South Indian
18424675,Bakery
18424675,Desserts
308770,North Indian
308770,Chinese
18216929,North Indian
18216929,Chinese
18216929,South Indian
18441760,Mughlai
18441760,Biryani
18430895,North Indian
8022,North Indian
8022,Chinese
18020006,Mithai
18345461,North Indian
18345461,Fast Food
307724,North Indian
18323760,North Indian
18323760,Mughlai
18219552,Biryani
18138415,North Indian
18138415,Chinese
18138415,Fast Food
18323684,North Indian
18323684,Chinese
9735,North Indian
9735,Mughlai
9735,Chinese
18440395,Fast Food
18398459,Pizza
18398459,Fast Food
18255715,North Indian
18255715,Mughlai
18255715,Chinese
18427249,Fast Food
18427249,Italian
18472419,North Indian
18472419,Biryani
18319512,Bakery
18419879,North Indian
18419879,Mughlai
18430593,Burger
18430593,Fast Food
305222,Fast Food
305222,Burger
309799,Bakery
309799,Desserts
309799,Fast Food
18489509,North Indian
18489509,South Indian
18489509,Italian
18489509,Continental
18489509,Mediterranean
18489509,Lebanese
18489509,Desserts
18412870,Mughlai
18412870,Chinese
18412866,Pizza
18412866,Fast Food
18454463,Cafe
18454463,North Indian
18454463,Chinese
18339370,Biryani
18439534,American
18439534,Italian
18439534,North Indian
18439534,Chinese
18438435,Salad
18438435,Continental
18463984,Continental
18463984,Chinese
18370372,North Indian
18370372,Chinese
18370372,Fast Food
18454484,North Indian
18454484,Chinese
18373560,North Indian
18373560,Mughlai
18373560,Chinese
18381258,North Indian
18381258,South Indian
18228857,North Indian
18228857,Mughlai
18418205,Bakery
310724,Bakery
310724,Fast Food
18277218,Bakery
18277218,Desserts
18014129,Fast Food
1745,South Indian
3707,American
3707,Fast Food
3707,Salad
3707,Healthy Food
308441,North Indian
308441,Chinese
306167,Desserts
306167,Bakery
306167,Fast Food
18432195,North Indian
18432195,Biryani
18261720,North Indian
18261720,Mughlai
18261720,Chinese
18480748,American
18480748,Italian
18480216,North Indian
18478977,North Indian
18478977,Chinese
18478977,Mughlai
18357573,Bakery
18357573,Desserts
18435297,North Indian
18435297,Chinese
18480321,Mexican
18480321,Italian
18481291,North Indian
18481291,Chinese
312184,North Indian
312184,Mughlai
312184,Chinese
18082207,Continental
18082207,Fast Food
18082207,Asian
18082207,Italian
18383031,Bakery
18157407,North Indian
18157407,Chinese
302502,North Indian
302502,Chinese
302502,Mughlai
313329,Bakery
313329,Desserts
18432232,North Indian
18481296,North Indian
18481296,Chinese
18268502,Bakery
18268502,Desserts
18396437,South Indian
18396437,North Indian
18396437,Chinese
311622,Fast Food
311622,North Indian
311622,Chinese
308758,American
308758,Fast Food
308758,Salad
308758,Healthy Food
18128892,Chinese
18128892,North Indian
3939,Fast Food
18423900,Cafe
18274402,North Indian
18274402,Chinese
18423877,Mughlai
4758,North Indian
4758,South Indian
4758,Chinese
4758,Street Food
4758,Fast Food
4758,Mithai
7909,American
7909,Fast Food
7909,Salad
7909,Healthy Food
18478895,North Indian
18478895,Chinese
18478895,Italian
18478895,Thai
6170,North Indian
6170,Mughlai
18439012,North Indian
18439012,Chinese
18439544,North Indian
18335834,North Indian
18335834,Chinese
18163938,North Indian
18163938,South Indian
18163938,Chinese
18163938,Mithai
18424201,North Indian
18424201,Chinese
18424201,South Indian
18435296,Kashmiri
18435296,Chinese
18416867,North Indian
18416867,Mughlai
18416867,Chinese
18332053,North Indian
18332053,Mughlai
18451827,Italian
18451827,Continental
18451827,American
18372662,Chinese
18372662,North Indian
18469970,Cafe
18469970,Desserts
18442657,Lucknowi
18442657,Mughlai
18442657,North Indian
18499472,North Indian
18423127,Chinese
18423127,Fast Food
18337891,Chinese
18337891,Fast Food
312558,Bakery
312558,Desserts
312777,North Indian
312777,Mughlai
447,North Indian
4482,American
4482,Fast Food
4482,Salad
4482,Healthy Food
18431193,North Indian
18431193,Mughlai
18258397,North Indian
18258397,South Indian
18258397,Bakery
18258397,Beverages
18070483,American
18070483,Fast Food
18070483,Salad
18070483,Healthy Food
5610,North Indian
5610,Street Food
5610,South Indian
5610,Fast Food
5610,Chinese
7932,Fast Food
7932,Burger
18133480,Burger
18133480,Fast Food
18254559,North Indian
18254559,Chinese
4000344,American
4000344,Chinese
4000344,North Indian
4000344,Italian
4000004,Fast Food
4000269,Fast Food
4000027,Biryani
4000027,Mughlai
4000007,North Indian
4000007,South Indian
4000007,Chinese
2700008,North Indian
2700008,South Indian
2700008,Chinese
2700044,Fast Food
2700241,Cafe
2700241,Italian
2700241,Mexican
2700241,Chinese
2700241,North Indian
18396610,South Indian
18362165,Cafe
18362165,Desserts
18295781,Cafe
18295781,Mexican
18295781,Italian
18295781,Fast Food
18346996,Cafe
18346996,North Indian
18346996,Chinese
18306045,Mughlai
18306045,Chinese
18306045,Cafe
18306045,BBQ
18306045,Cajun
2800897,Fast Food
6201431,International
6400191,Seafood
6400191,Asian
6400191,Grill
6400191,Sushi
18445944,Healthy Food
18445944,Seafood
18445944,Beverages
18445944,Belgian
18445944,Contemporary
18445944,Desserts
18445944,Finger Food
18445944,International
110395,Fast Food
110395,Street Food
110395,South Indian
2500256,South Indian
2500256,North Indian
2500256,Chinese
2500256,Fast Food
2500056,Maharashtrian
2500030,North Indian
2500122,North Indian
2500122,Chinese
2500122,South Indian
2500122,Fast Food
2900469,North Indian
2900469,Chinese
2900473,Chinese
2900473,North Indian
2900473,Cafe
2900562,Cafe
2900562,Chinese
2900562,Fast Food
2900562,Seafood
121425,Burger
121425,Fast Food
121425,Desserts
121425,Beverages
18423075,Cafe
18423075,European
18434000,Continental
18434000,Fast Food
18434000,Desserts
18434000,Indian
18279477,North Indian
18279477,Chinese
18204479,North Indian
8326,North Indian
8326,Chinese
9650,Cafe
8318,North Indian
312842,North Indian
312842,Chinese
312842,Fast Food
18241905,North Indian
18241905,Chinese
18241905,Raw Meats
18287397,North Indian
8590,Cafe
18291229,South Indian
18291229,Chinese
18291229,Mughlai
631,Cafe
18161609,Cafe
611,Cafe
2827,North Indian
2827,Chinese
306880,Cafe
308390,North Indian
308390,Mughlai
302920,Cafe
308840,South Indian
308840,Chinese
6847,Cafe
18350120,Fast Food
18350120,Beverages
302037,North Indian
301936,Fast Food
301936,Chinese
303697,Bakery
303697,Desserts
18471248,North Indian
18471248,Chinese
18471248,South Indian
18471248,Fast Food
18423904,North Indian
18423904,South Indian
18423904,Chinese
6743,Cafe
606,Cafe
1145,North Indian
18380639,Chinese
18380639,Thai
18469972,Cafe
18144444,Mughlai
18144444,North Indian
306719,North Indian
306719,Chinese
306719,Mughlai
598,Cafe
304518,North Indian
304518,Chinese
18336484,North Indian
18336484,Mughlai
18336484,Chinese
1655,Mithai
1655,North Indian
1655,Chinese
1655,Street Food
18014135,North Indian
18355106,Lebanese
18341082,Bengali
18341082,Fast Food
18466414,Cafe
18332976,Bakery
18332976,Desserts
302243,Cafe
18296995,Cafe
18296995,Fast Food
18375866,Cafe
18375866,Italian
3554,South Indian
7582,Cafe
7593,Chinese
18258759,Bakery
18258759,Desserts
5565,Chinese
5565,Fast Food
5565,North Indian
5565,South Indian
6577,North Indian
6577,Mughlai
6577,Chinese
18163907,Cafe
7354,Cafe
758,Lebanese
4055,North Indian
4055,South Indian
4055,Fast Food
4055,Street Food
4055,Chinese
4055,Beverages
4055,Desserts
4055,Mithai
18312487,Cafe
308261,North Indian
308261,South Indian
18238246,Bakery
18238246,Desserts
306380,North Indian
6706,North Indian
6706,Chinese
18371396,Cafe
18398580,Chinese
18175255,Cafe
7686,North Indian
596,Cafe
18398577,Fast Food
18398577,Burger
307190,Fast Food
5464,Cafe
18466971,Cafe
306779,North Indian
18354969,North Indian
18354969,Mughlai
9014,Cafe
9453,Cafe
2279,North Indian
2279,Chinese
9779,South Indian
18350499,Chinese
7814,Oriya
7790,Chinese
7790,North Indian
7790,Fast Food
300975,Chinese
300975,Fast Food
7774,North Indian
302497,North Indian
5260,Cafe
8593,Desserts
7893,Cafe
313419,North Indian
313419,Mughlai
313419,Chinese
18331598,North Indian
18331598,Chinese
18331598,Fast Food
5262,Cafe
306016,Cafe
3589,Desserts
18396409,Desserts
18396409,Fast Food
601,Cafe
18312607,Cafe
472,South Indian
472,North Indian
472,Chinese
472,Fast Food
472,Street Food
472,Mithai
3468,Chinese
3468,Fast Food
18418248,North Indian
6628,North Indian
6628,Chinese
4079,North Indian
4079,Chinese
5630,South Indian
305736,Cafe
18289231,Chinese
305159,North Indian
305159,Fast Food
305159,Chinese
18037806,Cafe
310732,North Indian
310732,Biryani
18282017,Mughlai
307861,North Indian
18429381,Mughlai
18429381,Chinese
18454474,North Indian
18454474,Chinese
7012,Cafe
300994,Bakery
300994,Fast Food
313498,North Indian
313498,Chinese
18322665,North Indian
18322665,Chinese
18025100,Chinese
18025100,Fast Food
7874,Mughlai
7874,Afghani
9568,North Indian
9568,Mughlai
300581,Cafe
7901,Cafe
301898,North Indian
301898,Fast Food
300887,North Indian
300887,Mughlai
9620,Cafe
309648,North Indian
309648,Biryani
9998,North Indian
9998,Fast Food
9998,Mughlai
302811,North Indian
640,Cafe
18198467,Cafe
18198467,Fast Food
18198467,Desserts
307069,North Indian
307989,North Indian
307989,Chinese
303963,Cafe
18124379,Chinese
18124379,North Indian
18124379,Mughlai
5507,North Indian
5507,South Indian
5507,Chinese
5507,Fast Food
309064,South Indian
18423807,Bakery
18423807,Desserts
305360,Cafe
18285728,Mughlai
18486842,Cafe
18430600,Mithai
18430600,North Indian
18430600,South Indian
18430600,Chinese
18430600,Bakery
300452,North Indian
300452,Mughlai
300452,Chinese
5590,Cafe
9550,North Indian
18198179,North Indian
306656,North Indian
308938,Pizza
308938,Fast Food
18255168,North Indian
9572,Chinese
9572,Fast Food
18361738,North Indian
18361738,Chinese
18361738,Fast Food
18469935,North Indian
18469935,Mughlai
18469935,Chinese
18469935,Italian
300874,North Indian
300874,Chinese
300874,Fast Food
6265,Cafe
9829,Cafe
3493,North Indian
3493,Chinese
3493,Mughlai
658,Cafe
5840,Chinese
302742,Mughlai
18333396,North Indian
18333396,Chinese
18416830,Fast Food
18489540,South Indian
18489540,Nepalese
309219,North Indian
18410770,Naga
18410770,Chinese
18303701,Tibetan
18303701,Chinese
18272385,Chinese
18463424,Cafe
18463424,Chinese
650,Cafe
9751,Bakery
9751,Fast Food
18428394,North Indian
18428394,Mughlai
18428394,Chinese
5940,Bakery
5940,Fast Food
18368012,North Indian
18368012,Chinese
6180,Chinese
6180,North Indian
8108,North Indian
6190,Cafe
311336,North Indian
311336,Chinese
311336,Continental
311336,Fast Food
18292451,North Indian
18292451,Mughlai
301116,North Indian
2291,Chinese
310997,South Indian
310997,Chinese
18435332,Mithai
18435332,Street Food
18435332,North Indian
641,Cafe
18435322,Fast Food
18393213,Mithai
18393213,North Indian
18393213,Street Food
18393213,Chinese
18393213,South Indian
18393213,Indian
308336,Cafe
637,Cafe
3607,South Indian
304030,Cafe
18294246,North Indian
18294246,Fast Food
18285222,Fast Food
8828,Cafe
18272383,Fast Food
18272383,Burger
18455548,Chinese
311824,Pizza
311824,Fast Food
18313141,Cafe
18254540,Pizza
304152,Cafe
301994,North Indian
18431159,Mughlai
5594,Cafe
18372287,Bakery
18372287,Desserts
18372287,Fast Food
300321,North Indian
300321,Mughlai
18168171,Chinese
18168171,North Indian
6453,Chinese
18363081,Fast Food
18363081,Desserts
18363081,Beverages
312855,North Indian
312855,Chinese
18336477,North Indian
310359,Bakery
310359,Fast Food
308067,Chinese
308067,Fast Food
308067,North Indian
5595,Cafe
2222,Lebanese
18421038,Cafe
301229,North Indian
301229,Chinese
18352172,North Indian
613,Cafe
7242,Chinese
7242,Fast Food
18375392,Biryani
5527,Cafe
6481,Fast Food
6481,North Indian
6481,Chinese
6481,South Indian
6481,Ice Cream
2000,North Indian
2000,Chinese
2000,South Indian
5283,Bakery
5283,Chinese
5283,Fast Food
309783,North Indian
309783,Chinese
309783,Fast Food
304107,Cafe
311570,Chinese
18416831,Chinese
18416831,North Indian
18416831,Fast Food
18416831,Street Food
628,Cafe
309192,Bakery
309192,Desserts
4726,North Indian
4726,Chinese
609,Cafe
309811,Mughlai
18288761,Cafe
18288761,Chinese
18288761,Italian
18204486,North Indian
18204486,Chinese
18418239,Burger
18418239,Fast Food
302418,North Indian
302418,Mughlai
18343904,North Indian
18128862,Pizza
18128862,Fast Food
307520,Pizza
307520,Fast Food
308513,North Indian
308513,Chinese
313139,North Indian
304965,North Indian
304965,Chinese
18163895,Cafe
18312595,Cafe
18352278,North Indian
18352278,Chinese
301015,Chinese
301015,Fast Food
18312578,Cafe
18273597,North Indian
308769,Cafe
7761,Cafe
2250,North Indian
311068,Desserts
6191,Cafe
304583,Chinese
304583,Fast Food
302103,North Indian
302103,Mughlai
18358165,Mughlai
18358165,North Indian
8257,Cafe
8215,Chinese
18198434,Bakery
18198434,Desserts
18312585,Cafe
310876,Chinese
310876,Fast Food
6925,Cafe
4790,Chinese
6264,North Indian
6264,Chinese
18225627,Bakery
18225627,Fast Food
928,North Indian
928,Mughlai
309505,North Indian
18478987,North Indian
18144471,Pizza
18144471,Fast Food
306688,Cafe
18381672,Cafe
302132,Cafe
18383479,Desserts
18383466,South Indian
18364351,North Indian
18364351,Chinese
308623,Cafe
308623,Italian
308623,Continental
308623,Chinese
18275760,North Indian
18275760,Mughlai
18275760,Fast Food
18358190,Cafe
18441663,Cafe
18489827,North Indian
18489827,Italian
18489827,Continental
18382368,Mughlai
18382368,North Indian
18382366,North Indian
18382366,Mughlai
18161600,Cafe
594,Cafe
310609,North Indian
307555,Fast Food
307555,Beverages
7956,Desserts
18224208,North Indian
18224208,Chinese
18381676,North Indian
18381676,Chinese
5760,North Indian
18265709,Fast Food
18265709,Beverages
18236270,North Indian
18236270,Fast Food
18236270,Chinese
18306542,Street Food
18439524,North Indian
18439524,Mughlai
18279437,Fast Food
18279437,Chinese
18275704,Continental
18275704,Mexican
18275704,Italian
8095,North Indian
8095,Chinese
8095,Fast Food
8095,Mithai
18287405,Fast Food
18287405,Beverages
310695,Chinese
18432236,Chinese
18432236,North Indian
18289230,Fast Food
18289230,Beverages
18332086,North Indian
18332086,Mughlai
304727,Cafe
3679,Desserts
18254253,North Indian
18254253,Chinese
18373828,North Indian
18435293,North Indian
18435293,Mughlai
18435293,Chinese
18351422,North Indian
18351422,Fast Food
18351422,Chinese
18469955,Cafe
5698,Cafe
8130,Cafe
18312485,Cafe
312428,North Indian
312428,Chinese
312428,South Indian
18462972,North Indian
18462972,Mughlai
18462972,Chinese
18441651,Chinese
18394367,North Indian
308578,Bakery
308578,Desserts
308578,Fast Food
308578,North Indian
304103,Cafe
5598,Cafe
2979,Chinese
2979,North Indian
2979,South Indian
2979,Fast Food
4000294,Chinese
4000294,North Indian
4000294,Mughlai
3700069,Cafe
2700007,North Indian
2700007,Chinese
2700007,South Indian
2700007,Chinese
2700085,North Indian
2700085,Chinese
2700085,South Indian
2700085,Chinese
3900021,Cafe
3900250,North Indian
3900004,South Indian
2800757,Fast Food
2800128,Biryani
2800128,Andhra
6402163,Seafood
6402163,African
6402163,Sushi
75027,African
75576,European
75576,South African
75576,Steak
18204217,Contemporary
18204217,Italian
6515135,Mediterranean
18261203,Thai
18483222,French
75026,Cafe
75026,Grill
6705858,Italian
3400021,Rajasthani
2400014,Fast Food
2400279,Fast Food
2400279,American
2400279,Salad
2400279,Healthy Food
2400009,South Indian
2400009,North Indian
2400009,Chinese
2400009,Continental
2200033,Fast Food
2200033,Italian
2200236,North Indian
2500052,South Indian
2500052,Chinese
2500052,North Indian
2500390,Cafe
2500390,Mughlai
2500390,North Indian
18305628,North Indian
18305628,Chinese
18305628,Italian
18305628,Street Food
18305628,Desserts
2600230,North Indian
2600230,South Indian
2600230,Street Food
2600230,Bakery
2600003,North Indian
2600003,South Indian
2600003,Street Food
2600003,Bakery
18235390,Cafe
18436042,Asian
18436042,Continental
3000132,Cafe
3000014,South Indian
3000014,North Indian
3000014,Chinese
3500488,Cafe
18477319,North Indian
18477319,Mughlai
18477319,Chinese
18472646,North Indian
6077,Ice Cream
6077,Desserts
18450934,North Indian
18450934,Chinese
18434243,Ice Cream
18434243,Desserts
18433315,North Indian
18433315,Chinese
1367,North Indian
1367,South Indian
1367,Chinese
1367,Fast Food
1367,Mithai
18082235,Chinese
18082235,Fast Food
18219542,Bakery
18219542,Fast Food
18313839,Bakery
5005,North Indian
3863,Ice Cream
3863,Desserts
18416829,Beverages
301177,Bakery
301177,Fast Food
6161,Bakery
6161,Fast Food
1430,North Indian
6152,Chinese
6152,Fast Food
306962,North Indian
18367316,Cafe
18367316,Chinese
18466931,North Indian
18380180,North Indian
18380180,Chinese
304001,Chinese
304001,North Indian
8320,North Indian
18452730,Ice Cream
18452730,Desserts
18452730,Beverages
18432933,North Indian
18432933,Mughlai
18432933,Chinese
18482753,North Indian
1414,Mithai
1414,North Indian
1414,South Indian
1414,Chinese
1414,Fast Food
18456807,North Indian
18456807,Mughlai
18456807,Chinese
1715,Raw Meats
1715,Fast Food
18396398,North Indian
18396398,South Indian
18396398,Chinese
18396398,Fast Food
18471327,North Indian
18471327,Mughlai
18349251,Italian
18349251,North Indian
18345740,North Indian
18345740,Chinese
18345740,Mughlai
18382355,Pizza
18382355,Fast Food
18107844,Fast Food
18107844,Beverages
18477428,Bakery
301670,North Indian
301670,Fast Food
3446,Ice Cream
3446,Desserts
18425752,Cafe
18425752,Tea
308609,Ice Cream
308609,Desserts
18292448,Burger
18292448,Fast Food
300749,Cafe
300749,Tea
7418,Bakery
7418,Desserts
7418,Fast Food
18322666,Beverages
18322666,Salad
18349915,Cafe
18349915,Tea
18299228,Chinese
18462603,Street Food
18462603,Chinese
18462603,North Indian
18500652,North Indian
18367364,South Indian
1028,North Indian
1028,Chinese
18322677,Cafe
18322677,Street Food
305096,North Indian
305096,South Indian
18336206,North Indian
303094,South Indian
303094,North Indian
303094,Chinese
312562,North Indian
312562,Chinese
18396189,Fast Food
18396189,Beverages
18256890,Chinese
18256890,North Indian
18256890,South Indian
18286517,North Indian
18286517,Chinese
18461214,Italian
18461214,Lebanese
18461214,Fast Food
18461214,Bakery
4172,North Indian
4172,South Indian
4172,Chinese
18384142,Beverages
18384142,Salad
18384142,Beverages
18383447,Chinese
18383447,Thai
18383447,Asian
18349894,Bakery
18349894,Desserts
18349894,Fast Food
2091,North Indian
2091,Chinese
300978,South Indian
300978,Chinese
300978,North Indian
18198441,Fast Food
18198441,Chinese
18198441,Bengali
303470,North Indian
303470,Chinese
303470,Mughlai
18336208,Beverages
18381233,European
18381233,American
18381233,Street Food
302044,North Indian
304713,North Indian
2107,North Indian
2107,South Indian
2107,Chinese
18144475,North Indian
18144475,Chinese
1019,Pizza
1019,Fast Food
306938,Bakery
306938,Mithai
306938,Fast Food
313043,Bakery
18264977,Ice Cream
18264977,Desserts
18375401,Continental
18375401,Chinese
18375401,North Indian
18375401,Mughlai
18396178,North Indian
18396178,Mughlai
18464002,Chinese
18464002,Fast Food
18244261,North Indian
18244261,Mughlai
18244261,Chinese
18396180,North Indian
18393708,North Indian
18458663,Cafe
18462214,Bakery
309272,North Indian
309272,South Indian
309272,Chinese
6709,North Indian
6709,Chinese
18460326,South Indian
18460326,Chinese
4122,Raw Meats
4122,Fast Food
303765,North Indian
18398604,Bakery
311166,Street Food
311166,Mithai
311166,North Indian
311166,South Indian
311166,Chinese
6832,North Indian
6832,South Indian
6832,Chinese
18286626,Bakery
